name,exth,modelg_r,extj,extk,e_uhmag,exti,ukmag,extg,2kmag,nuvmag,extz,dedeg,e_zmag,e_ukmag,e_uymag,extu,radeg,extr,e_2kmag,2jmag,r50,gmag,uymag,rmag,modelg_i,modelg_j,dgr,2hmag,imag,b_a,extnuv,r90,e_2hmag,e_imag,modelu_j,modelu_k,modelu_i,modelu_r,logmstar,e_uvm2mag,grpcz,uvm2mag,e_rmag,absrmag,modelg_k,zmag,extuvm2,exty,e_umag,cz,e_nuvmag,e_2jmag,e_gmag,uhmag,umag,fl_insample,sdss_dr10_objid,flux_ratio_2c,r50_deconv1,sdss_dr12_specid,b_a_deconv1,dist2d_nn2,dist2d_nn3,dist2d_nn1,f_b,f_a,r50_deconv2c,r50_deconv2e,sdss_dr7_objid,b_a_innerdisk,sdss_dr7_specid,b_a_deconv2e,sdss_dr10_specid,b_a_deconv2c,sdss_dr12_objid,vdisp,logmstar_84,vrot,sfr_nuv,mu_delta,logmgas,sfr_nuv_wise,logmstar_16,ccr_star,ccr_bary,econame,ccr_lum,morph,morphel,mhi,ehiasym,ew20,emhi_corr_sys,w20,eb_a_innerdisk,ew50,eb_a,peaksnhi,confused,limflag,mhi_corr,hitelescope,emhi,emhi_corr_rand,w50,hiasym,grpn,grprproj_stack,grpabsrmag,logmh_dyn,grpsig,logmh_s,fc,logmh,ccr,grprproj,grpnassoc,grpmb,grp,grpms,logmh_dyn_stack,grpsig_stack,logmh_dyn_smooth,meanfsmgr,meanfsmgre15,logmstare15,kin_slit_flag,kin_done_hi,kin_done_blue,kin_done_red,kin_blue_code,kin_ifu_flag,kin_red_code,modelg_jcorr,modelu_icorr,modelu_jcorr,modelg_kcorr,absrmagcorr,modelu_kcorr,modelg_rcorr,modelu_rcorr,modelg_icorr,fuvmag,extfuv,e_fuvmag,centralout,logmbary_pc,grpradeg,grpdedeg,logmh_e17,logmhdynh_e17,grp_e17,dens_corr_b,f_s16sample_s,dens_corr_s,groupmass_b,groupid_b,dist_b,dens_b,f_dist_s,dist_s,f_s16sample_b,groupid_s,groupmass_s,dens_s,f_dist_b,tf_type,nndist_kd,tf_confidence,mhi_oldrms,mhidet,hirms,emhidet,mhilim,emhidep,limflagdep,mhidep,logmgas_e16,logmgastype
rs0638,0.01,0.48719,0.02,0.01,0.3,0.05,14.41,0.1,-99.0,19.96,0.04,2.1790159,0.05,0.2,0.23,0.13,180.893199026,0.07,-99.0,15.28,4.54,17.24,15.56,16.65,0.722479,1.88704,0.03,14.63,16.4,0.88,0.23,10.34,0.17,0.02,3.1036,3.88214,1.93904,1.70375,8.97,-99.0,5993.37,-99.0,0.03,-17.97,2.66557,16.24,0.24,0.03,0.06,5683.5,0.05,0.16,0.04,14.74,18.47,1,1237651753473867882,0.546858,10.6402,582177696969156608,0.6773,0.18314,0.18817,0.11898,0,1,10.6048,10.6048,587726032248963196,0.883193,145746005671804928,0.4228,582177696969156608,0.9168,1237651753473867882,0.0,9.11,0.0,0.059649123,8.43027496,8.00663655055,0.0596491232087,8.79,-99.0,-99.0,ECO07446,1.05103,11.0,L,114207000.0,0.390914,0.0,0.0,0.0,0.028586,0.0,0.0326,2.68272,0,1,0.0,GBT,0.0,0.0,0.0,0.300517,40.0,0.341,-24.6188,14.31,477.01,14.1649,0,14.1009,1.08767,0.386,71.0,12.1085,836.0,12.0915,13.38,174.3,14.42,0.106831,0.111383,8.99,0,0,0,0,00000,0,0000000,1.73408,1.74245,2.85919,2.48523,-18.0756,3.61034,0.414124,1.53923,0.61734,20.4834,0.2053,0.2052,0,9.015,181.084,1.87289,14.1,14.42,845,0.0,1,14.03,0.0,0,0.0,0.0,0,0.0,0,10034,14.24,14.03,0,0,0.125638939096,0,114207000.0,0.0,0.000757143,0.0,114207000.0,0.0,1.0,114207000.0,8.00812,1.0
rs0639,0.01,0.624695,0.02,0.01,0.22,0.05,15.94,0.09,13.53,21.93,0.04,2.049976,0.09,2.66,0.41,0.13,180.900068113,0.07,0.12,14.51,7.33,17.57,16.11,16.92,0.895369,2.0937,0.05,14.34,16.59,0.46,0.22,12.41,0.92,0.03,3.41847,4.1755,2.22014,1.94947,8.91,-99.0,5993.37,-99.0,0.03,-17.61,2.85073,16.33,0.23,0.03,0.19,5477.0,0.46,0.4,0.03,15.31,18.97,1,1237651735757389830,0.927429,142.844,582177422091249664,0.3808,0.061647,0.17278,0.011019,0,1,95.9443,95.9443,587726014532485126,0.5,145746005667610624,0.0751,582177422091249664,0.5165,1237651735757389830,0.0,9.01,0.0,0.0083337023,7.64734411,8.02410893547,0.00833370228429,8.89,-99.0,-99.0,ECO00292,1.08544,-1.0,L,122728000.0,0.0,0.0,0.0,0.0,-99.0,0.0,-99.0,0.0,0,1,0.0,GBT,0.0,0.0,0.0,0.0,40.0,0.341,-24.6188,14.31,477.01,14.1649,0,14.1009,1.13338,0.386,71.0,12.1085,836.0,12.0915,13.38,174.3,14.42,0.0052235,0.126178,8.91,0,0,0,X,00000,0,0020000,2.06545,2.1859,3.37633,2.81765,-17.6585,4.12853,0.610014,1.92089,0.875023,0.0,0.1967,0.0,0,8.965,181.084,1.87289,14.1,14.42,845,0.0,1,10.71,0.0,0,0.0,0.0,0,0.0,0,11090,12.14,10.58,0,2,0.0112878687447,2,122728000.0,0.0,0.000985918,0.0,122728000.0,0.0,1.0,122728000.0,8.04037,1.0
rs0640,0.01,0.443081,0.02,0.01,0.09,0.05,14.01,0.09,13.93,19.23,0.03,3.7565363,0.03,0.41,0.14,0.12,180.900991536,0.06,0.18,14.85,3.69,16.86,15.33,16.36,0.672689,1.84247,0.16,13.8,16.1,0.65,0.21,11.15,0.22,0.02,2.99732,3.79644,1.82754,1.59793,9.09,-99.0,5602.35,-99.0,0.03,-18.19,2.64159,15.88,0.22,0.03,0.04,5514.9,0.06,0.1,0.03,14.53,18.02,1,1237655123933921414,0.137417,6.0266,948076206023010304,0.6643,0.28408,0.29507,0.15262,0,1,3.7432,7.4494,588010877685727387,0.708956,237226884641849344,0.6085,948076206023010304,0.4062,1237655123933921414,0.0,9.21,39.9862,0.12293062,9.00165367,8.80768707217,0.152830487924,8.87,-99.0,-99.0,ECO10116,1.02851,-1.5,E,458732000.0,0.114412,0.0,0.0,137.307,0.0292149,10.1943,0.0287,5.66277,0,0,0.0,AO,26583000.0,0.0,124.431,0.162166,4.0,0.23,-22.0035,12.76,100.99,12.6899,0,12.4299,1.0759,0.246,4.0,11.0695,3238.0,11.0475,13.0,137.73,13.04,0.172093,0.168673,9.09,1,?,0,1,00000,0,1000000,1.61677,1.55657,2.65023,2.37132,-18.3882,3.40477,0.342155,1.37561,0.523113,0.0,0.1897,0.0,0,9.265,180.913,3.58534,12.44,12.92,3247,0.0,1,12.36,0.0,0,0.0,0.0,0,0.0,0,11086,12.68,12.36,0,-10998,0.161749558644,-10998,458732000.0,458732000.0,0.000542102,26583000.0,0.0,26583000.0,0.0,458732000.0,8.80769,0.0
rs0641,0.02,0.619045,0.02,0.01,-99.0,0.06,-99.0,0.1,13.53,20.71,0.04,2.6305092,0.26,-99.0,0.2,0.14,180.903952948,0.07,0.26,14.91,6.76,17.15,15.07,16.46,0.913994,2.19614,-0.01,14.21,16.09,0.35,0.25,15.37,0.91,0.06,3.58278,4.45041,2.30063,2.00568,9.23,-99.0,5666.8,-99.0,0.31,-18.16,3.06377,15.8,0.25,0.03,0.15,5664.3,0.23,0.33,0.06,-99.0,18.29,1,1237651754010738814,0.325333,13.6258,581127938125096960,0.3103,0.35963,0.40355,0.29969,0,1,7.368,24.2548,587726032785834099,0.34757,145464501792145408,0.3113,581127938125096960,0.3106,1237651754010738814,0.0,9.37,0.0,0.040541597,8.34530067,7.86201318838,0.0405415965931,9.03,1.03542,-99.0,ECO07487,1.02498,5.0,L,95705300.0,0.0,0.0,0.0,0.0,0.00796267,0.0,0.0081,0.0,0,1,0.0,GBT,0.0,0.0,0.0,0.0,1.0,0.0,-18.1566,0.0,0.0,11.1819,1,11.0469,1.02476,0.0,1.0,9.2045,6046.0,9.1825,0.0,0.0,0.0,0.0574738,0.286344,9.17,0,0,0,0,00000,0,0000000,1.94116,1.99839,3.19658,2.75748,-18.414,4.01291,0.502022,1.75745,0.742964,21.457,0.2189,0.6518,0,9.245,180.904,2.6306,11.04,10.82,6055,0.0,1,11.83,0.0,0,0.0,0.0,0,0.65,0,13672,11.21,11.83,0,0,1.40896363785,0,95705300.0,0.0,0.000656232,0.0,95705300.0,0.0,1.0,95705300.0,8.12706,1.0
rs0642,0.01,0.758692,0.02,0.01,0.17,0.05,10.36,0.09,10.6,19.02,0.04,2.0469979,0.02,0.4,0.11,0.13,180.906677694,0.07,0.05,11.58,6.31,14.27,12.0,13.46,1.11128,2.5315,-0.03,10.86,13.02,0.63,0.22,29.2,0.06,0.12,4.13547,5.06984,2.71526,2.36267,10.59,-99.0,5993.37,-99.0,0.09,-21.1,3.46587,12.77,0.23,0.03,0.34,5531.0,0.14,0.03,0.03,10.82,16.01,1,1237651735757389827,0.896412,16.2949,580983352346044416,0.4806,0.06356,0.16429,0.011128,0,1,15.4637,200.968,587726014532485123,0.767224,145464499585941504,0.1053,580983352346044416,0.4734,1237651735757389827,253.29,10.71,0.0,0.16405277,10.34183598,9.03852097413,0.164052769196,10.47,1.09312,1.12593,ECO03287,1.08645,-1.0,E,672997768.57,0.0,0.0,0.0,0.0,0.0327918,0.0,0.075,0.0,0,1,0.0,ALFALFA,0.0,0.0,0.0,0.0,40.0,0.341,-24.6188,14.31,477.01,14.1649,0,14.1009,1.05714,0.386,71.0,12.1085,836.0,12.0915,13.38,174.3,14.42,0.0115296,0.139261,10.65,1,0,1,0,10000,0,0000000,2.40361,2.54549,3.92615,3.3152,-21.2349,4.83775,0.696905,2.21945,1.02294,20.7055,0.1967,0.532,0,10.615,181.084,1.87289,14.1,14.42,845,14.1,1,14.03,14.1,20076,0.0,14.1,0,0.0,1,10034,14.24,14.03,0,0,0.0112878687447,0,780536000.0,0.0,0.00301525,0.0,780536000.0,0.0,1.0,780536000.0,9.03852,0.0
rs0643,0.01,0.661856,0.02,0.01,0.33,0.05,14.65,0.08,13.91,22.42,0.03,3.6459073,0.05,0.27,0.33,0.12,180.912670701,0.06,0.37,15.58,3.08,17.74,15.79,17.06,0.963377,2.22216,-0.04,14.79,16.72,0.92,0.21,8.35,0.15,0.03,3.62647,4.45891,2.36768,2.06616,8.97,-99.0,5602.35,-99.0,0.03,-17.5,3.0546,16.49,0.21,0.03,0.29,5536.5,3.3,0.37,0.03,14.76,19.35,1,1237651737904873588,0.770862,7.9007,581130961782073344,0.9495,0.15322,0.34486,0.14663,0,1,8.4534,8.4534,587726016679968880,0.944577,145464501838282752,0.7881,581130961782073344,0.9828,1237651737904873588,0.0,9.11,0.0,0.0076128379,8.94743633,7.6336481961,0.00761283785899,8.77,-99.0,-99.0,ECO10192,1.09218,-3.0,E,30727000.0,0.0,0.0,0.0,0.0,0.0283364,0.0,0.0339,0.0,0,1,0.0,AO,0.0,0.0,0.0,0.0,4.0,0.23,-22.0035,12.76,100.99,12.6899,0,12.4299,1.16641,0.246,4.0,11.0695,3238.0,11.0475,13.0,137.73,13.04,0.0103606,0.130726,8.99,0,0,0,0,00000,0,0000000,2.13409,2.26219,3.49429,2.95012,-17.5933,4.31031,0.618902,1.9791,0.901991,0.0,0.1813,0.0,0,8.995,180.913,3.58534,12.44,12.92,3247,0.0,1,12.36,0.0,0,0.0,0.0,0,0.0,0,11086,12.68,12.36,0,-10998,0.160648545005,-10998,30727000.0,0.0,0.000338537,0.0,30727000.0,0.0,1.0,30727000.0,7.63365,0.0
rs0644,0.01,0.366873,0.02,0.01,-99.0,0.04,14.87,0.07,-99.0,19.33,0.03,4.4404391,0.04,0.43,0.34,0.1,180.912721261,0.05,-99.0,14.93,9.07,17.42,16.03,17.01,0.594688,1.87539,-0.08,-99.0,16.81,0.33,0.18,20.83,-99.0,0.03,2.88997,3.79318,1.60928,1.38146,8.67,-99.0,6050.7,-99.0,0.02,-17.73,2.77859,16.49,0.18,0.02,0.09,6043.7,0.12,0.12,0.04,-99.0,18.36,1,1237654604797968729,0.183404,18.8229,946900553198233600,0.3424,0.34088,0.41204,0.33316,0,1,7.1145,24.0012,588010358549774477,0.33927,236945404611002368,0.2647,946900553198233600,0.5185,1237654604797968729,0.0,8.89,0.0,0.26651377,7.48320198,9.1318126743,0.266513766582,8.57,-99.0,-99.0,ECO10792,1.10805,5.0,L,967575000.0,0.192517,0.0,0.0,0.0,0.00905955,5.80749,0.0139,4.0778,0,0,0.0,ALFALFA,140738000.0,0.0,161.844,0.298344,1.0,0.0,-17.7324,0.0,0.0,10.9879,1,10.9679,1.0,0.0,1.0,9.2605,8191.0,8.6715,0.0,0.0,0.0,1.44315,1.4271,8.67,1,1,0,1,00000,0,0100000,1.30125,1.02832,2.07836,2.06051,-18.2839,2.83762,0.150646,0.92775,0.251213,0.0,0.1547,0.0,0,9.255,180.913,4.4403,10.95,10.97,8200,-9999.0,-10998,-9999.0,-9999.0,-10998,-9999.0,-9999.0,-10998,-9999.0,-10998,-10998,-9999.0,-9999.0,-10998,-10998,0.327062184714,-10998,967575000.0,967575000.0,0.00237,140738000.0,0.0,140738000.0,0.0,967575000.0,9.13181,0.0
rs0645,0.01,0.348509,0.02,0.01,0.25,0.05,14.95,0.08,14.16,19.14,0.03,1.4575521,0.05,0.7,0.18,0.11,180.925868414,0.06,0.41,15.15,6.27,17.0,16.03,16.52,0.523039,1.59887,0.03,14.94,16.27,0.95,0.2,13.19,0.46,0.04,2.68676,3.4227,1.61093,1.4364,8.81,-99.0,6103.33,-99.0,0.03,-18.24,2.3348,16.23,0.21,0.03,0.06,6110.7,0.05,0.14,0.03,15.04,18.0,1,1237651735220519114,0.0644672,11.3025,580977854787905536,0.882,0.13055,0.23745,0.10991,0,1,2.1576,11.7531,587726013995614301,0.836061,145464499502055424,0.8514,580977854787905536,0.5453,1237651735220519114,0.0,8.97,0.0,0.10508379,7.84732628,8.6461163039,0.130530208552,8.75,-99.0,-99.0,ECO07370,1.0474,0.0,L,407333699.011,0.129584,0.0,0.0,0.0,0.0640534,0.0,0.085,3.25067,0,1,0.0,ALFALFA,0.0,0.0,0.0,-0.0447104,1.0,0.0,-18.2335,0.0,0.0,11.0799,1,11.0629,1.15567,0.0,2.0,9.0945,5973.0,8.9125,0.0,0.0,0.0,0.275842,0.275864,8.81,1,0,0,1,00000,0,1000000,1.52022,1.51941,2.56814,2.24045,-18.267,3.28837,0.313955,1.36188,0.471483,19.4171,0.1764,0.1811,0,9.045,180.926,1.4573,11.05,10.97,5982,-9999.0,-10998,-9999.0,-9999.0,-10998,-9999.0,-9999.0,-10998,-9999.0,-10998,-10998,-9999.0,-9999.0,-10998,2,0.105365944034,3,477726000.0,0.0,0.00316,0.0,477726000.0,0.0,1.0,477726000.0,8.66607,1.0
rs0646,0.01,0.372202,0.02,0.01,-99.0,0.05,15.87,0.09,-99.0,20.32,0.04,4.2154639,0.05,1.01,0.44,0.13,180.934198352,0.07,-99.0,-99.0,7.39,18.0,16.79,17.51,0.559595,1.67621,-0.02,-99.0,17.23,0.27,0.22,21.46,-99.0,0.04,2.84334,3.62333,1.72673,1.53933,8.39,-99.0,5466.77,-99.0,0.03,-17.12,2.4562,17.31,0.23,0.03,0.31,5717.2,0.16,-99.0,0.04,-99.0,19.37,0,1237655124470858128,-999.0,-999.0,-999,-999.0,0.10255,0.12959,0.027228,0,1,-999.0,-999.0,588010878222664054,0.283167,-999,-999.0,-999,-999.0,1237655124470858128,0.0,8.55,0.0,0.033394709,7.63342381,8.89951343412,0.0333947088307,8.33,-99.0,-99.0,ECO13690,-99.0,-999.0,L,566742000.0,0.450057,0.0,0.0,0.0,0.0225083,6.62308,0.0155,4.95973,0,0,0.0,ALFALFA,78714100.0,0.0,25.8228,0.203913,1.0,0.0,-20.5213,0.0,0.0,11.6049,0,11.6639,1.41294,0.0,2.0,10.3345,3237.0,10.0545,0.0,0.0,0.0,0.462872,0.806447,8.37,0,1,0,0,00000,0,0000000,1.51395,1.55312,2.60928,2.25753,-17.2234,3.35286,0.305956,1.40129,0.457792,0.0,0.1972,0.0,0,9.015,180.953,4.2217,11.67,11.64,3246,-9999.0,-10998,-9999.0,-9999.0,-10998,-9999.0,-9999.0,-10998,-9999.0,-10998,-10998,-9999.0,-9999.0,-10998,-10998,0.025223389813,-10998,566742000.0,566742000.0,0.00258,78714100.0,0.0,78714100.0,0.0,566742000.0,8.89951,0.0
rs0647,0.01,0.765326,0.02,0.01,-99.0,0.05,-99.0,0.09,11.58,20.19,0.03,1.8360949,0.02,-99.0,-99.0,0.12,180.934791978,0.06,1.23,12.53,11.52,15.09,-99.0,14.28,1.1232,2.46843,0.01,11.86,13.87,0.76,0.21,28.62,0.1,0.04,4.04702,4.97625,2.70178,2.34391,10.35,-99.0,5993.37,-99.0,0.06,-20.33,3.39766,13.62,0.21,0.03,0.24,5666.2,0.25,0.06,0.03,-99.0,16.87,1,1237651752936997041,1.0,143.947,582176047701714944,0.6422,0.082417,0.18518,0.044479,0,1,289.271,750.0,587726031712092319,0.761636,145746005646639104,0.05,582176047701714944,0.6305,1237651752936997041,0.0,10.41,0.0,0.045961778,9.08461571,8.96868706568,0.0459617778618,10.29,1.1074,1.22815,ECO05824,1.16867,0.5,L,595332921.338,0.0,0.0,0.0,0.0,0.0237441,0.0,0.0214,0.0,0,1,0.0,ALFALFA,0.0,0.0,0.0,0.0,40.0,0.341,-24.6188,14.31,477.01,14.1649,0,14.1009,1.13469,0.386,71.0,12.1085,836.0,12.0915,13.38,174.3,14.42,0.00301785,0.0244501,10.35,1,0,1,0,00100,0,0000000,2.43414,2.65208,3.98845,3.35805,-20.3733,4.91236,0.746925,2.30124,1.09777,21.422,0.1816,2.7169,0,10.365,181.084,1.87289,14.1,14.42,845,14.1,1,14.03,14.1,20076,0.0,14.1,0,0.0,1,10034,14.24,14.03,0,2,0.0471022787633,3,664598000.0,0.0,0.00293652,0.0,664598000.0,0.0,1.0,664598000.0,8.96869,0.0
rs0648,0.01,0.789083,0.02,0.01,0.11,0.04,10.47,0.08,10.63,19.27,0.03,1.6951868,0.02,0.23,0.05,0.1,180.936006577,0.05,0.1,11.61,8.0,14.39,12.07,13.57,1.15371,2.66775,-0.03,10.84,13.16,0.42,0.18,23.46,0.07,0.06,4.35537,5.30946,2.84133,2.47671,10.67,-99.0,5993.37,-99.0,0.08,-21.11,3.62183,12.86,0.19,0.02,0.07,5895.7,0.09,0.02,0.02,10.83,16.17,1,1237651752936996907,0.949074,23.0125,582171924533110784,0.4681,0.20713,0.2119,0.17422,0,1,25.026,25.026,587726031712092216,0.330489,145746005583724544,0.7521,582171924533110784,0.4502,1237651752936996907,0.0,10.71,0.0,0.18782276,9.8273735,9.09628640503,0.281528017366,10.57,1.09547,1.1141,ECO03288,1.08468,0.5,E,838626078.27,0.0,0.0,0.0,0.0,0.0339949,0.0,0.0194,0.0,0,1,0.0,ALFALFA,0.0,0.0,0.0,0.0,40.0,0.341,-24.6188,14.31,477.01,14.1649,0,14.1009,1.07005,0.386,71.0,12.1085,836.0,12.0915,13.38,174.3,14.42,0.0222792,0.161098,10.69,1,0,1,0,00100,0,0000000,2.46291,2.58178,4.02593,3.37737,-21.3244,4.94038,0.69709,2.26011,1.01876,20.89,0.1602,1.0078,0,10.695,181.084,1.87289,14.1,14.42,845,14.1,1,14.03,14.1,20076,0.0,14.1,0,0.0,1,10034,14.24,14.03,0,0,0.177834103231,0,891576000.0,0.0,0.00281769,0.0,891576000.0,0.0,1.0,891576000.0,9.09629,0.0
rs0649,0.01,0.702803,0.02,0.01,0.25,0.05,13.76,0.1,13.03,21.58,0.04,2.0172227,0.06,0.07,0.13,0.13,180.948334623,0.07,0.19,14.22,5.61,16.74,14.72,15.97,1.0268,2.24948,0.03,13.59,15.54,0.92,0.23,13.22,0.17,0.16,3.66693,4.4511,2.44425,2.12025,9.67,-99.0,5993.37,-99.0,0.13,-18.81,3.03365,15.37,0.24,0.03,0.34,6115.0,0.32,0.23,0.02,13.34,18.28,1,1237651735757389886,0.497467,17.8446,582174948190087168,0.5789,0.2395,0.24309,0.13415,0,1,11.5551,26.273,587726014532485167,0.922852,145746005629861888,0.6411,582174948190087168,0.4039,1237651735757389886,0.0,9.73,0.0,0.015414307,8.91433525,8.35088542038,0.0154143072199,9.59,1.10881,1.01368,ECO05825,1.03865,-1.5,L,160235000.0,0.0,0.0,0.0,0.0,0.0450214,0.0,0.006,0.0,0,1,0.0,GBT,0.0,0.0,0.0,0.0,40.0,0.341,-24.6188,14.31,477.01,14.1649,0,14.1009,1.0316,0.386,71.0,12.1085,836.0,12.0915,13.38,174.3,14.42,0.00259126,0.0144409,9.67,1,0,1,0,10000,0,0000000,2.22796,2.41539,3.63283,3.00885,-18.8316,4.41372,0.690889,2.09575,1.01052,23.1128,0.2069,2.5361,0,9.685,181.084,1.87289,14.1,14.42,845,14.1,1,14.03,14.1,20076,0.0,14.1,0,0.0,1,10034,14.24,14.03,0,-10998,0.0805805900444,-10998,160235000.0,0.0,0.00126961,0.0,160235000.0,0.0,1.0,160235000.0,8.35089,0.0
rs0650,0.01,0.486631,0.02,0.01,-99.0,0.05,-99.0,0.09,11.43,16.75,0.04,4.2220143,0.05,-99.0,0.02,0.13,180.953079611,0.07,0.09,12.3,12.69,14.53,12.81,13.99,0.756531,2.05848,-0.14,11.59,13.68,0.45,0.22,29.32,0.08,0.02,3.18944,4.09184,1.88749,1.61759,10.01,-99.0,5466.77,-99.0,0.02,-20.54,2.96088,13.47,0.23,0.03,0.05,5466.9,0.03,0.06,0.03,-99.0,15.71,1,1237655124470857781,0.95726,60.1352,948071533098592256,0.5721,0.14722,0.50278,0.026036,0,1,64.2113,64.2113,588010878222663726,0.491177,237226884570546176,0.3881,948071533098592256,0.5926,1237655124470857781,0.0,10.17,0.0,2.8713532,8.62490273,10.0222759908,3.68514114428,9.83,1.15686,1.18603,ECO03289,1.17317,6.0,L,7518790000.0,0.030601,0.0,0.0,0.0,0.017142,3.99587,0.0387,11.124,0,0,0.0,ALFALFA,176385000.0,0.0,297.854,0.0201135,1.0,0.0,-20.5213,0.0,0.0,11.6049,1,11.6639,1.15352,0.0,2.0,10.3345,3237.0,10.0545,0.0,0.0,0.0,0.364133,0.363052,10.01,0,1,0,0,00000,0,0000000,1.48059,1.21786,2.31099,2.25526,-21.0637,3.08566,0.242907,1.07331,0.387449,0.0,0.1972,0.0,0,10.315,180.953,4.2217,11.67,11.64,3246,11.74,1,11.99,11.7,21214,1.9,11.66,0,1.57,1,11085,11.61,11.99,0,-10998,0.025223389813,-10998,7518790000.0,7518790000.0,0.00275,176385000.0,0.0,176385000.0,0.0,7518790000.0,10.0223,0.0
rs0651,0.01,0.810759,0.02,0.01,0.01,0.05,9.77,0.08,9.7,18.75,0.03,3.5482957,0.02,0.01,0.01,0.12,180.954226545,0.06,0.06,10.66,12.73,13.54,11.27,12.72,1.17792,2.70092,-0.02,9.99,12.29,0.46,0.21,38.18,0.05,0.02,4.4161,5.35036,2.8931,2.52594,10.99,-99.0,5602.35,-99.0,0.02,-21.88,3.63518,11.98,0.21,0.03,0.03,5664.2,0.11,0.04,0.02,10.07,15.38,1,1237651737904873504,0.798782,47.0812,-999,0.613,0.23475,0.30306,0.15001,0,1,29.4207,61.1488,587726016679968805,0.519063,-999,0.3237,-999,0.6729,1237651737904873504,0.0,11.01,0.0,0.1998157,9.79588127,9.08248542411,0.364144305259,10.99,1.09218,1.02751,ECO03290,1.03625,-1.0,E,783808305.323,0.0,0.0,0.0,0.0,0.0396451,0.0,0.0095,0.0,0,1,0.0,ALFALFA,0.0,0.0,0.0,0.0,4.0,0.23,-22.0035,12.76,100.99,12.6899,1,12.4299,1.07228,0.246,4.0,11.0695,3238.0,11.0475,13.0,137.73,13.04,0.00491974,0.080057,11.01,1,0,1,0,11000,0,0000000,2.63155,2.78563,4.28912,3.55646,-21.9789,5.21403,0.774513,2.43208,1.12806,0.0,0.1812,0.0,0,11.015,180.913,3.58534,12.44,12.92,3247,12.14,1,12.36,12.6,21215,0.0,12.14,0,0.0,1,11086,12.68,12.36,0,0,0.160648545005,0,863689000.0,0.0,0.00268807,0.0,863689000.0,0.0,1.0,863689000.0,9.08249,0.0
rs0652,0.01,0.663897,0.02,0.01,0.16,0.05,14.98,0.09,14.28,22.22,0.04,1.8361289,0.07,0.27,0.27,0.13,180.966325401,0.07,0.3,15.09,4.54,17.76,16.13,17.06,0.962851,2.17223,-0.03,14.86,16.68,0.69,0.23,12.59,0.41,0.02,3.53877,4.30623,2.3294,2.03044,9.01,-99.0,5993.37,-99.0,0.05,-17.51,2.93968,16.49,0.24,0.03,0.3,5569.3,0.63,0.17,0.03,15.17,18.96,1,1237651752936997092,0.551305,7.7086,582163128440088576,0.6631,0.11962,0.15169,0.043718,0,1,6.3625,9.2842,587726031712092366,0.707065,145746005449506816,0.4688,582163128440088576,0.9464,1237651752936997092,0.0,9.11,0.0,0.0065396863,8.66095924,7.5930828317,0.00653968627496,8.97,-99.0,-99.0,ECO00291,1.0912,99.0,E,66673800.0,0.308762,0.0,27986900.0,144.245,0.0711364,7.20713,0.0796,2.50755,1,0,27986900.0,AO,21366400.0,17200000.0,137.833,0.0894865,40.0,0.341,-24.6188,14.31,477.01,14.1649,0,14.1009,1.13654,0.386,71.0,12.1085,836.0,12.0915,13.38,174.3,14.42,0.00410103,0.0530792,9.01,0,0,0,0,00000,0,0000000,2.14303,2.29092,3.49281,2.90599,-17.5692,4.25577,0.648052,1.99783,0.941145,0.0,0.2022,0.0,0,9.095,181.084,1.87289,14.1,14.42,845,0.0,1,14.03,0.0,0,0.0,0.0,0,0.0,0,10034,14.24,14.03,0,0,0.0456424648738,0,66673800.0,66673800.0,0.000478416,21366400.0,0.0,21366400.0,0.0,66673800.0,8.34483,0.0
rs0653,0.01,0.698757,0.02,0.01,0.14,0.05,13.77,0.09,13.5,21.06,0.04,2.1810798,0.06,0.66,0.12,0.13,180.977561369,0.07,0.27,13.94,5.05,16.9,14.99,16.14,1.02303,2.25987,0.03,14.05,15.74,0.83,0.22,15.46,0.17,0.03,3.68455,4.49189,2.44771,2.12344,9.57,-99.0,5993.37,-99.0,0.04,-18.57,3.06721,15.53,0.23,0.03,0.16,5950.7,0.44,0.64,0.04,13.82,18.57,1,1237651753473867978,0.512615,9.8488,582165602341251072,0.7856,0.22474,0.22629,0.12457,0,1,10.3028,10.3028,587726032248963278,0.830908,145746005487255552,0.7618,582165602341251072,0.6118,1237651753473867978,0.0,9.63,0.0,0.01673806,9.15351105,8.25642475089,0.0397279217821,9.49,1.09794,1.00216,ECO07447,1.02572,-2.0,E,128913000.0,0.0,0.0,0.0,0.0,0.0221193,0.0,0.0274,0.0,0,1,0.0,GBT,0.0,0.0,0.0,0.0,40.0,0.341,-24.6188,14.31,477.01,14.1649,0,14.1009,1.01284,0.386,71.0,12.1085,836.0,12.0915,13.38,174.3,14.42,0.00523917,0.0260364,9.57,0,0,0,0,00000,0,0000000,2.20131,2.3707,3.59191,2.99907,-18.6408,4.38966,0.667908,2.0585,0.980114,23.369,0.1979,1.3449,0,9.595,181.084,1.87289,14.1,14.42,845,14.1,1,14.03,14.1,20076,0.0,14.1,0,0.0,1,10034,14.24,14.03,0,0,0.125638939096,0,128913000.0,0.0,0.00095526,0.0,128913000.0,0.0,1.0,128913000.0,8.25642,0.0
